CustomerID,InteractionID,InteractionDate,Platform,InteractionType,Sentiment
aac57e67-f138-426a-8f26-c4620e29f4e6,4fcac03b-1081-49b9-a101-6fb70fa0b7d4,2024-06-10,Instagram,Comment,Neutral
851911c8-6d3f-4a7f-b70c-9b93057d9f94,b25e5bbd-3d24-45a1-bc86-02cd697c1f55,2024-02-12,Instagram,Like,Neutral
0305625f-6264-4666-ad6c-ae34df05d0d8,5e71bb25-c9ed-4362-a9f8-6802cebfc670,2023-08-18,Instagram,Share,Positive
b8e6ad59-8b84-405d-af66-b0c1bebf7578,9edcf60c-599e-4a2f-a723-1fb6776b8cf4,2023-08-17,Facebook,Comment,Positive
616e2347-91b4-4a50-8a15-4c65aff20788,7cdba85b-17cc-4d72-b4aa-14f718a50be6,2024-03-28,Instagram,Comment,Uncategorized
378542a7-dd80-4639-b411-6a2fd45e9852,02b5ca8d-c6f2-4fc1-a3eb-3e5010111e1a,2023-10-08,Instagram,Share,Negative
851911c8-6d3f-4a7f-b70c-9b93057d9f94,f4e35835-e3a6-4dee-a9fd-848603a322e4,2024-01-26,Instagram,Comment,Neutral
6cd5d668-396c-4e82-97ae-a8bb7fa1d010,6ae1f833-cd5d-4513-8675-81cc41ecd28f,2024-01-14,Twitter,Comment,Neutral
348c5ab5-992d-4780-ba71-d1a5e3818191,a3b06362-9ff0-433b-be2f-477c452259c2,2023-08-29,Twitter,Share,Uncategorized
81d213e6-e289-482d-b2a9-326144b84d2c,ef15ee00-2882-4ef5-b1f3-2a004a265d77,2023-10-01,Facebook,Share,Negative
3e9cc599-ba23-4de3-9c18-19a2ce4764e0,acc05b0c-b63b-4f76-b256-8af404f1f9b7,2023-08-19,Facebook,Comment,Neutral
2d1c8d1a-be1f-45a9-82d8-036f5e17d809,b8c326c7-3b35-4cea-875a-013600d7bd64,2024-03-28,Twitter,Like,Neutral
013c4cd9-1d0f-4004-8772-065ab426d105,4b1394bb-49e0-4182-8649-67bb090b995b,2023-08-15,Instagram,Comment,Neutral
1904daec-e2bf-4b0b-854c-baaf9e4df3b7,1490753a-3b6e-4f3a-9617-4eef23d10dd1,2023-07-08,Instagram,Share,Neutral
6fa9f01c-09f8-44fd-8e18-51ca4f3921bf,d59378e6-8b0e-49f9-9d32-f035a850bc37,2023-12-31,Twitter,Comment,Negative
b6f0bcbc-ca5d-4981-a636-27355554fc85,c8ec6e63-10ee-4315-aad6-adac1e72bac1,2023-08-23,Instagram,Share,Positive
eb8bb3ce-e182-4a9c-8084-c55c738815e1,ee2c3d14-248c-48b0-aa80-4ea97e449bf8,2023-12-22,Instagram,Comment,Negative
3a204a5c-66e7-44fe-b1b7-6ca40fb677b5,8951d3fa-3a1e-441c-aa05-097b3119fdee,2024-04-13,Twitter,Comment,Positive
cb92abec-3e14-4c2d-b8a7-265082126081,d1c446d7-ff9e-48f4-8b9f-03a2683a03d1,2024-04-01,Uncategorized,Share,Uncategorized
7ae84dc5-3dee-4566-84a9-1820bdae61e4,673abb07-888a-4598-afc5-d247481cffb3,2023-07-14,Instagram,Comment,Neutral
0773c2a4-9485-40ba-b6a5-645cd15d9837,e357650f-b285-45b9-b258-9d377dab5bc8,2024-02-28,Facebook,Comment,Neutral
cc5da89b-c295-41c3-b27d-c759cca78ba8,5e8467bb-f74e-4fb0-bb31-2de7532072aa,2023-12-19,Instagram,Share,Negative
15e129b7-48ba-4b37-8ba4-703745e17019,dc4100a8-e190-40c0-ac4c-8adae07755ee,2024-03-20,Instagram,Share,Positive
9f6b9ab6-1055-4a20-912e-23adb444695c,c3f47766-8472-44e0-b1af-fafee0015a8a,2023-09-18,Uncategorized,Like,Uncategorized
257413b6-9a31-4572-a119-64d4fb014017,cbd54de1-1297-4257-89ac-d350cff54e14,2024-01-03,Facebook,Like,Negative
148b854a-0393-4c10-9762-be68ee86ae9e,ded49d45-4e99-41d9-9508-d0557e80127e,2023-11-10,Instagram,Like,Negative
f71e72b6-e451-42da-a1d5-6ef629c553f8,b0aa16ce-a4f5-44eb-bd53-887ab7eea93c,2023-10-21,Facebook,Share,Positive
e61caa35-25d3-4132-8e2a-675d36c3d9d3,84952f93-a761-437f-bcbb-5f01032d2ac6,2024-03-14,Facebook,Comment,Positive
d18cda69-56ba-45a8-b3fe-ff52f040377a,8371e3a6-cbd5-4a07-9a7f-b334d046644e,2023-08-20,Instagram,Share,Uncategorized
eee8a7f8-1a5b-4c9f-947c-8511fa6a771d,28862db4-ae30-405d-8c0b-c3fcf01a4366,2023-10-30,Twitter,Comment,Negative
5659a8c6-0397-4396-b561-52ec1c8a760b,d7f6806b-f348-431e-9198-07f0685d8d8e,2024-01-28,Facebook,Share,Very Negative
d1994e4a-365b-49fc-8a99-3bd92ff155e4,c63c466f-8945-42bc-9e35-fa52284f5227,2024-04-16,Uncategorized,Comment,Neutral
be43e8db-0b64-425e-b11d-c15f19659bc2,de2ac7e5-2efd-4fd1-b38f-fb29078743ec,2023-09-07,Uncategorized,Share,Negative
fa5c10b5-c09a-4de9-905a-20f880a5a6d5,af232446-8c20-4bf0-af12-3da5fa60efe5,2023-12-07,Instagram,Like,Neutral
3375b9af-aba4-4db6-9b17-4785756b4287,a95ca26f-845f-4d2f-8c33-c32978756a29,2023-10-04,Instagram,Share,Negative
a420497a-653c-4a0f-bdfa-32543a7a94f6,f5e42ecf-a621-4813-9afc-9d3fec90a6b0,2024-04-29,Instagram,Like,Negative
c6253172-8dc9-4c82-8816-9d2740b0e3b8,0608db08-1256-49fe-ad9f-f5e79cf15c18,2024-06-03,Facebook,Share,Negative
8ecb60d8-2993-4586-b0cd-41309f3e559b,d1cdcc2a-6592-42f8-8bac-018f96d3053f,2024-01-11,Instagram,Like,Negative
818e18a9-18f0-4ffc-9cbf-8c447e4bee69,c8b207b4-adf7-46c2-be6a-e3bad500f98e,2023-11-15,Facebook,Share,Negative
b0180e7a-16e4-45bf-a417-0f2f5ca442bd,b2e1ddbd-a2eb-4c46-8dd9-1a7bc16d4a86,2023-11-08,Facebook,Comment,Positive
b9c92d6c-fb4c-4d0b-8c72-7b7c1ae9f79c,640796d9-6658-4f70-ab31-aac260bba8da,2024-04-01,Facebook,Share,Positive
9c649d2d-4a30-4ae5-865a-044f7f0bb386,3c8e224b-e7ed-41bd-9435-d7fb84da28f8,2024-05-25,Twitter,Share,Neutral
4824bfa4-0e82-461c-a6ab-4b79b8b3ee39,e3c4b48a-b8f0-4867-a36a-3031bf523036,2023-10-15,Facebook,Like,Neutral
c3575491-5c91-4a46-a63b-506bc3395c62,179af99a-d89e-47c4-9249-a89fd6b7f53d,2024-04-14,Twitter,Share,Neutral
3aa802b5-f744-4c3a-ba56-d6bad87185b6,2e4e75cf-10dc-43cb-863d-14c8d8b5c3d9,2023-09-23,Instagram,Like,Positive
348c5ab5-992d-4780-ba71-d1a5e3818191,0265861e-f3f1-4218-bf5a-af624138d56b,2023-11-12,Instagram,Share,Uncategorized
69392978-5c7e-4872-9058-2a4590c9247d,2110b9ac-9dcc-4c24-8845-f550c2322ac6,2024-01-08,Facebook,Share,Neutral
4605103f-9b58-43c8-baf9-73abfb2c0441,d9cde457-464b-4f0f-9d6a-847336052650,2024-01-01,Twitter,Comment,Negative
b12c84ec-8291-4fa9-8688-b3a8e0bfbd1a,34800f80-7e3b-47fc-9c19-a3ab31ede043,2024-01-01,Instagram,Share,Neutral
56f11a95-76f1-4a97-b38f-db1dc95da1ed,68c6b07a-4fe2-40ad-9a89-4cff4dda4903,2023-10-19,Facebook,Like,Uncategorized
58ced86b-155c-45b1-96c4-92e39af3751e,7d7f1f20-150c-491c-9dc3-fe2922a19836,2023-10-10,Instagram,Comment,Negative
43230006-9636-403f-966c-f7e3166e504d,fd97dec8-f44b-45cd-a05b-7cfd8ac32c50,2023-11-28,Twitter,Share,Neutral
527e3928-a848-4f61-a9d9-8c3cf8ce62c4,410e1c8d-6312-402c-8aa6-9b86c1f1d7b0,2023-12-02,Facebook,Comment,Positive
896a48cf-7ab6-41a8-ac94-9d7f6c211c01,cfa69d95-849b-4130-8ef8-c6842a15f08c,2024-03-17,Twitter,Like,Uncategorized
5304fc02-34ca-4162-9284-3b42e90f3bce,8efef4fd-d647-45d7-85c7-24ed287cd722,2023-12-03,Facebook,Share,Positive
b7f316e2-d6dc-4b42-ae5d-429da67a3c64,37522c90-4efc-48f6-b5a3-e222b1e1a54c,2024-04-11,Twitter,Share,Negative
a4a6c9aa-bbbf-4155-9100-4f770078551d,1b4a3127-2256-4f07-a45e-6f27845c9eb3,2024-05-25,Instagram,Share,Positive
a7b667f7-d6c7-4fc6-b6d9-bcdeea32297c,39622755-9e00-4107-8ee1-5defd5a5dbab,2023-10-06,Twitter,Like,Neutral
54a1bbb2-9523-41a7-b8b5-9acd08f46da4,86844e2d-c646-42ae-a169-6e8b4718e9eb,2023-09-26,Instagram,Share,Uncategorized
4b54cb6f-865e-486f-ae13-f963b85c54fb,a9f9f57f-eb3f-48ea-8e52-b7db5d01682f,2023-08-20,Facebook,Share,Neutral
c71e53bd-d52e-43c7-853a-bde70ff3cf38,944c6adf-771e-4d0d-ad9d-468989412691,2024-06-24,Facebook,Like,Positive
14a794f8-2099-4aee-97e4-bdd3899994c6,dcc6b868-950f-4c82-bb57-6981a47dfa6b,2023-09-26,Facebook,Like,Uncategorized
772896ae-d11f-4bbe-8cca-3e3043b390e6,2c8b11e6-4b17-476d-8852-b4a4f13de913,2024-04-04,Twitter,Comment,Neutral
0319aa2f-f571-4a05-8947-bd9c7e4ac2ee,2ea4b9f9-806a-4e52-b63a-2f57cff5ce4c,2024-01-01,Twitter,Share,Negative
7544489f-ec7e-48af-bec6-b6eab94a6e5c,fae8001a-955d-488d-a241-0fb507f300ed,2023-08-12,Uncategorized,Share,Neutral
ecb192f4-a8ed-422c-9f08-712dd8523245,e8e3dd21-73ab-4193-83b9-6ef0a0465b93,2024-06-04,Facebook,Share,Negative
f770e561-feaf-49f5-8a33-7dae0e80cb43,43c4493e-cf22-4dcc-920e-8429e8794e4b,2023-12-27,Facebook,Share,Positive
ee462937-e0c4-42bd-a4ef-7df8946ba9f7,f797a268-81d2-47ea-94da-da1d2d7dd2d9,2023-12-20,Instagram,Comment,Positive
084a89ee-5eee-48c0-b30b-53da89258015,32dd274d-a995-4d6d-90f6-85d6b1f29f57,2024-03-21,Facebook,Share,Positive
979c8237-bae7-4240-9224-b283bc02529e,2adea7eb-2d35-412a-8779-58392d1a4bd0,2024-04-20,Facebook,Comment,Negative
b7a81804-7f5d-41e9-87e4-1b5be4024c09,fd848a95-b4f2-4000-a401-68fb32323dc0,2024-03-29,Facebook,Comment,Neutral
23b3aa96-cec0-4964-8176-98ce984158a8,a77e69e9-a9aa-4b06-8bbb-c123b97f6604,2023-12-06,Instagram,Like,Neutral
e0625caa-2eb9-4b59-873b-f10de1b8ee1d,8ac4b542-3f09-4b3e-a5e6-3fe3ba8a7754,2024-01-16,Twitter,Like,Positive
35cf919d-33b7-4f0e-98f1-47da30e6e6ba,de97f404-c126-4892-9851-4fa91a166985,2023-09-01,Twitter,Share,Neutral
cb35a4e2-2808-4644-ab5a-8c87a6ced6d4,795885dd-41c1-49b4-8285-4b09d32ad998,2023-10-23,Instagram,Like,Positive
3d0312c8-80bf-4eeb-91fe-cb842be19ca4,7b1c3eed-9b0a-4f36-95ae-12e023ef6094,2023-10-16,Twitter,Like,Negative
2bde4c68-1f79-42cf-879c-a2b1a42f87ed,8da3eb6a-d82a-4be1-94eb-855a3a908594,2023-09-20,Facebook,Share,Positive
47bf3bc6-17a6-4b21-82b5-90f78af4c25c,4eac4bf7-b0ff-4eb9-af31-69b5413a99af,2023-10-19,Instagram,Like,Positive
13a4c3f7-8549-4b13-afe0-486f14f86ea4,9184bd9d-3aa6-48eb-9feb-8f383e250461,2023-09-02,Twitter,Comment,Negative
28dad012-b308-4cd7-b60f-edb22f8a6022,789fabd5-bcb4-499b-baf1-8d8fa5547bb9,2023-10-26,Instagram,Like,Neutral
4e903b9a-eaaf-484d-a018-da1ea6ab113a,8fc6616c-ce6d-4e5b-94e2-998e23d6b10d,2023-09-24,Instagram,Like,Negative
fc9f91cc-00f1-4ffa-8016-878c069f3a1b,a25a8aed-28bb-4880-944d-0712f60ae1b8,2023-08-15,Twitter,Like,Negative
6e0b43fc-e01d-46b6-8a25-d21fff7ccbe1,54ee8cea-959a-42c1-96f2-45f72e3f5d55,2024-02-18,Twitter,Like,Positive
c19eaecc-f4b1-4c6b-adcf-d12795814955,b4056d0f-0b62-4819-893a-721da82077cc,2023-09-05,Instagram,Share,Positive
cb968037-1e4a-42c7-8d2f-3eb0b27b5295,922d3f28-3fc9-4086-a5af-4816e9370c58,2024-05-14,Instagram,Comment,Neutral
9ccd2f9d-6d29-4861-b76c-22ef1d53fc26,ac9c2970-3bdb-44c3-9e5b-64cd0fb0c49d,2024-02-28,Facebook,Like,Positive
5dcc04f0-2300-4707-b737-82abb839b428,24bc4157-e0e9-47d4-a415-1bf0f63c4a42,2023-07-10,Facebook,Share,Positive
96a87ecb-2f53-4c22-8507-13c3cfd6d85a,b21a3eed-d0e3-4cad-bb70-a5ad4484cda8,2023-07-17,Facebook,Share,Neutral
551a4700-bea6-4596-b371-48c0ee1b5bf0,574cb151-53b5-40f2-bee3-07e30dd34325,2023-07-04,Facebook,Like,Neutral
210a1b9d-b708-4071-b600-46a1df62bfde,19a9d796-b040-4d2d-9ee6-f52278fa811b,2024-05-14,Twitter,Comment,Positive
1fd6c9c2-d7e5-440a-bf43-3b0f9e9b608b,afdd05cc-8b12-412a-8003-db5e9ba1a05f,2024-05-31,Instagram,Comment,Neutral
648dac00-686c-41c0-8d59-3bee7d3bd390,4b9da0fe-1fd5-4d81-b0e3-26b0088bf5a9,2024-02-16,Instagram,Comment,Negative
23222ac5-f9b0-4eb9-928f-2c17cac9ffbc,9c5585fa-5a08-4acc-becf-7a0eacd37be3,2024-02-21,Uncategorized,Share,Negative
52f2132d-b2bf-4c09-9bdf-2d634ea7ebca,08a4d94b-ef27-4fd0-bcaf-102dc4b99ff6,2023-11-27,Facebook,Share,Negative
911d5518-9c25-46b2-8c6c-fd0dfae0f9db,264703a6-bbe4-49d6-87bb-fa102244b9cd,2024-04-22,Facebook,Share,Uncategorized
d4cb7a18-92f4-4a0d-96f5-584e0c1cab53,30c666d3-52db-404b-9553-f7ebbc72a701,2024-06-06,Instagram,Share,Neutral
df6e97e4-a79a-4429-a4f7-300a2e95ec73,c09c0758-00d2-4a06-9efc-af66fede5733,2023-10-15,Twitter,Share,Positive
d6d22cf1-649a-4b97-9a9b-8ebc1ebe89c9,290306cc-a2db-4430-9269-067536ef3243,2024-01-15,Instagram,Like,Neutral
11c5d27b-7d65-4970-9ce0-960fa35a1f5f,51857e0a-5e6c-42e3-8eb9-595c996fc974,2024-05-10,Facebook,Share,Positive
84db5b8d-acf1-47fb-b3aa-100b30fd99fe,51fd4660-5ebb-4fe6-bf47-fc3a912f10c8,2023-12-04,Instagram,Share,Neutral
16120901-738d-417e-a271-6aaf0d6caa83,49f0ad38-c9e4-43db-9c1c-5344c6b9fbb4,2023-11-02,Instagram,Like,Negative
e4fb127d-c996-4947-b967-b53e770ed05f,3dad4e95-07ca-4897-a261-b97c21faaaeb,2024-01-08,Twitter,Like,Negative
5295b804-fb7e-4dd4-bb76-a0e1a79841c1,bd43fa49-0e8d-4ff6-aec3-68824a1c7526,2023-08-08,Instagram,Share,Negative
4add70a0-9c64-41d8-b32e-f7f1ea06706b,2a7d8fe5-5c96-49e0-85b0-9ccb97bb46be,2023-07-29,Facebook,Like,Uncategorized
084a89ee-5eee-48c0-b30b-53da89258015,30f962aa-3c9b-4f79-8a8b-23549e4f5423,2024-06-28,Twitter,Share,Neutral
0ade20e2-a4ff-40d2-b1b2-b8a04ee94c35,b598bf2d-fd18-4183-8b1b-eda0557851ca,2024-05-30,Instagram,Like,Neutral
b10dbfea-ac81-4cdf-be3c-62248bbd5838,bc2e00be-8793-4a75-a245-b9eea2d3fc6f,2023-12-30,Facebook,Comment,Uncategorized
8f440758-f8ac-44ee-9f83-51d9bde6d101,1e83e078-67f9-4336-a4b3-49c2337f683b,2024-01-22,Facebook,Share,Positive
a3824b0f-b72e-4c29-a242-b79c541895bb,d235326d-bd92-41f2-a2fb-4a918f8c53a7,2024-03-01,Facebook,Like,Neutral
32ac11aa-a64e-463e-a6f7-37ce1c10f2cf,9bbf24f9-cdf7-4920-983e-e93fa177b927,2023-12-08,Twitter,Share,Uncategorized
6e08ae8f-593d-425c-bf3c-542b3bbb1377,6fdec6c5-4279-4f34-9e50-dd3293366981,2023-09-08,Instagram,Comment,Neutral
fc9f91cc-00f1-4ffa-8016-878c069f3a1b,7ff41972-bf87-494d-a47a-fcf97cfa05d4,2024-02-07,Twitter,Comment,Positive
2be2ab9c-5c01-42ff-a8a5-7ebb49905eb5,b2858bdf-84b5-4a6f-98d0-6bf24577dcd9,2023-11-08,Instagram,Like,Neutral
6fc9f0ec-7c57-48d3-a613-e717798ddf39,d71b2b18-6d34-43db-8530-260ac4a768b0,2023-07-17,Instagram,Like,Neutral
5bd18674-64ae-4977-94c7-b70b61502530,25549af1-7528-4ef3-9221-497088f95019,2024-06-14,Twitter,Share,Uncategorized
174eceb1-d609-4140-8d19-e6d29fc4494b,2287b87d-4d81-4f1e-94d0-f6ef14796f0d,2024-03-23,Twitter,Like,Positive
8aa6b122-fcd1-42a8-b4ad-d526bf397551,3f002724-70b8-44c5-bbfe-45b7d1338a6c,2024-04-16,Twitter,Like,Negative
f01b204b-74d4-4c28-8f90-450dcd6b26da,81e62ef0-2050-4e44-af33-3ae9ae25102b,2023-08-20,Facebook,Like,Negative
7a2c7c71-1f0d-4e00-b1e7-821708ec5194,5a302518-07f2-41ce-a2dc-ce83a00060a5,2024-01-26,Twitter,Share,Positive
8eb5a52b-e337-426c-8005-a95cb7c02e85,1dabbeee-8920-477b-9d77-8bfabc5ebe51,2024-01-16,Uncategorized,Comment,Positive
9cb537a8-07c4-4bff-82ec-f3eed82e8917,2fff00c5-0627-4cf0-ad72-18e3505957cd,2023-08-22,Uncategorized,Comment,Positive
dd2a43cd-bfed-48e5-80c7-a27d7991a6ae,c9a8c3f6-204e-4210-8fb8-25da01317013,2023-11-03,Facebook,Like,Positive
ff6d25c2-baeb-46ab-8ce4-4c39bde83c5a,d972c5cf-ae0a-4c7c-936a-e38dd2d21780,2024-06-07,Twitter,Comment,Positive
37d18605-6890-4f11-bb14-23b460734df2,8d1937be-b8f2-437c-8b7a-3e0451fa09a1,2024-04-12,Instagram,Comment,Negative
fe4eace1-a485-45b5-827f-d8a3dfe9d92d,03be50b0-ca8f-4e86-8c12-eb8b184ef3db,2023-08-24,Instagram,Like,Positive
b64655c3-a06c-4f03-91fe-8dde87a2c547,d65bbc38-8339-43f6-b4d4-ec6629674055,2023-08-11,Facebook,Like,Neutral
51668fb4-bf4c-4030-8df0-ddc2263ec6ad,15edb8a0-5789-4330-a998-e5b071f791cc,2023-10-08,Instagram,Comment,Neutral
6a790a51-5a2e-4f30-b375-00b5ced20d6f,ead93600-6cec-491e-9486-1e3f89e3a9d4,2024-04-07,Twitter,Comment,Neutral
f0c55dc8-d7f6-481d-8992-af3ce9453a51,bf58fb8e-6503-4da3-a2fa-eb6f3f833696,2023-11-13,Instagram,Like,Neutral
cb35a4e2-2808-4644-ab5a-8c87a6ced6d4,b8eb70a9-9882-498b-bee1-b30f1ece4dc8,2024-02-11,Facebook,Comment,Negative
251a9b00-932d-4e57-adac-d1be9b1ceb46,a727da2c-556e-4e21-a370-679848581275,2024-02-28,Instagram,Share,Negative
9110b6df-2a4c-4404-aeff-3c8b4c83279f,5bc17a85-1782-4299-9502-8ebe847b1131,2024-05-27,Instagram,Like,Positive
7a63603b-38fb-4733-bb8c-c4faa632ab0d,c88ce6f3-42ed-4c29-a32e-9c9b6a822865,2024-05-11,Instagram,Comment,Neutral
7c04fa8c-3838-4820-830b-fec86eeb507e,f4fab01b-454a-4fa7-ac47-66d2225d048d,2023-10-10,Instagram,Comment,Neutral
6db13c6e-a2bb-49ad-a464-502b5043aa88,f443d650-69a0-4c10-b964-4ba05b306083,2024-05-10,Instagram,Like,Uncategorized
0a610e96-95c5-439b-9804-e19af5aad6ff,64c34fe6-c4ba-40b4-9802-22d51158a230,2023-07-18,Facebook,Like,Positive
2fb831c7-4ce9-435b-959d-3f69e179a6bf,09f972c2-cfbb-4c84-b228-deac3ca509b5,2023-10-22,Instagram,Like,Neutral
51bdd78c-efe1-46e6-8155-fb9677e935aa,fc582e9e-a0be-4439-b08c-25f5b64ba0cc,2023-12-06,Twitter,Share,Neutral
eb4b107b-ae16-4ee6-a079-62149dfc21aa,655af41f-5368-48b8-8164-86e54f24703e,2024-05-03,Twitter,Comment,Negative
9cf92a6b-b9da-46ec-bf56-0ea2c9255bda,fc7a2819-0f5c-4632-8fbb-6057dc56b7d0,2023-08-23,Instagram,Comment,Positive
eb8bb3ce-e182-4a9c-8084-c55c738815e1,5349b4db-84a6-4d48-8c8a-42a8f9bca88e,2023-12-27,Twitter,Comment,Negative
21cf893c-6a1b-4d6b-b7a1-3650ab036955,7f14a66e-272d-417f-ac25-87f65dc7568b,2024-01-06,Twitter,Comment,Positive
404f9aca-5c0b-484f-a4ec-65ef1b401718,20fb41ec-2fe4-4ead-a810-4bb1519b6b9c,2024-06-12,Facebook,Share,Positive
a182297b-e38a-43a7-bc51-572645ba843b,5777da7a-90c0-45ac-91d0-3ea08d067426,2023-12-04,Instagram,Comment,Uncategorized
981deb70-b1e1-4d06-a2b3-489bec80c7e9,8d271390-28ff-4db5-901e-d4a1f797827d,2023-10-09,Instagram,Like,Positive
0f5a8d28-2ddd-497a-a2e0-74a80c165a91,69c19777-4eff-448c-a069-fa6af6a39185,2023-09-29,Instagram,Like,Neutral
98d7dfaf-a429-48a1-bc52-7369193279f3,6db31329-ee48-4328-896f-267850c959ed,2024-06-11,Twitter,Like,Negative
7289ad73-9e4b-448c-86f4-04f9583618b8,da90af6d-c8bb-451c-9a7b-21304f7d3d87,2023-10-01,Facebook,Share,Neutral
eb404291-dab0-4733-b0e2-00676e7678a1,653d1da4-21c1-4b80-a0a1-da569d5053fb,2023-08-31,Instagram,Comment,Negative
cd945724-5b93-44bc-8921-ad0c41af8ec1,550f5981-e99a-4fac-938d-9e4f447de886,2024-05-07,Twitter,Comment,Neutral
c12c8d66-3979-45bc-85fd-780ac87f19d9,5cd0d43d-9442-435d-9fff-54c8eb495bea,2024-06-02,Twitter,Like,Negative
24fce394-c68e-4c04-b884-393a6662dad7,f7e0e3fd-c7a5-46a2-a70e-130d7a2a8153,2023-10-07,Facebook,Comment,Negative
ca6727ab-9c8c-4fb7-8b7a-d6f0adf8dfa1,dcb6e295-b4ac-4121-9c1f-6abb46b5574b,2023-10-02,Instagram,Comment,Positive
32948729-ea9c-4a4b-95b5-e1e840f8dfe6,916d9ea6-8834-4a0c-9c18-d0af3c084b57,2024-06-26,Twitter,Share,Neutral
907c77af-245a-40dc-b8d2-9303993bcd81,5fbd5a02-93e7-41db-b2b9-42c10911b556,2024-06-11,Facebook,Comment,Positive
752b75e6-82bf-4f8d-9e9f-a46ebf4e7e03,19d265e9-b1f1-41d4-9b1d-8682410af437,2024-02-07,Facebook,Like,Uncategorized
d809597e-df4a-45f5-aa75-fbb76b0218aa,fed062e2-f11f-42b5-944a-929f4bba0f3e,2024-01-30,Instagram,Share,Positive
9d25a4c2-9323-4df8-ab97-dbfdc89c7ee6,207005a6-0498-483e-925c-7041f9e415cc,2024-06-14,Uncategorized,Share,Negative
e7ee4a4a-1be7-4b2d-a019-0372f123f611,3cd73cca-1e9b-4c44-8510-64ed251f49d4,2023-11-07,Twitter,Share,Neutral
47ceaec3-7419-4dbe-9206-8452b16bb61e,5815773b-fce6-4b74-8747-6ee9ba9ffb2a,2024-03-19,Twitter,Share,Positive
e39c6523-d929-4d94-a978-ef4ea3e69bbe,ac9f0551-a7a1-4e64-8942-88955bd527b5,2024-04-19,Facebook,Share,Neutral
1fc78651-b7b5-4637-b42f-bc2725e27946,9928f2d8-1906-408c-a7da-ce9e508eb600,2023-11-24,Twitter,Comment,Neutral
9f6760d0-6b6f-4ed5-88da-74787fcfa14b,19288eeb-6660-4815-8dbd-43a072e310e2,2023-10-29,Twitter,Comment,Neutral
1efd2bbb-8e56-40c4-a829-f64a1a08e7f4,910c4462-ea99-41df-98bb-cad4364b7885,2023-08-15,Facebook,Like,Uncategorized
9e85fb2e-f7af-4338-9b2e-0b900102405c,83700ae7-6b30-4953-92d7-8897e1cc3c6f,2023-09-19,Twitter,Share,Very Positive
996dc968-4b6e-4dd5-ab98-e69a88eaca15,fd5d52a8-0eae-4ee9-b356-a5697f181e9e,2024-06-23,Instagram,Like,Neutral
bd03c9f3-3c08-46af-a30c-e6291fa70cb5,1d7435b0-fc55-4d54-b1e1-e610b4adb16b,2023-07-20,Facebook,Like,Negative
8a7e010b-b3d2-418a-bc81-bd16f3432366,9ac99594-3e58-4b1f-a405-a331914de685,2024-05-03,Instagram,Like,Positive
abe35338-baa4-4cd2-8272-e0eb4d05c39c,e28e1ef5-ed17-467c-be0b-b453085674a6,2024-05-20,Instagram,Share,Negative
18e0f708-ed9b-4902-ad9d-968209ce021b,00f73a75-2598-4397-8615-a73eb09e719d,2024-04-22,Twitter,Comment,Neutral
41d08007-2bf4-470f-ad2d-97a972abced6,49e89efa-9c30-4f93-b7ea-4138469ac455,2023-12-23,Facebook,Share,Positive
