CustomerID,TransactionID,TransactionDate,Amount,ProductCategory,PaymentMethod
fceafdf4-01c9-44dc-9978-b601bd35de86,811d5679-f2a9-4373-9e24-a957a0864b2f,2024-03-18,457.86,Clothing,Debit Card
c56a1423-e1b0-45c1-974a-55f5fa029c88,132ed74d-de6e-4413-8c9a-dfc1fc7c74e4,2023-10-08,950.56,Home & Garden,Bank Transfer
5bb6126c-97a0-441c-95e2-3d962016c4c0,96a1d79e-0e5d-4600-b0b9-93b23ecd187a,2024-06-18,34.92,Clothing,Bank Transfer
b94b44eb-30b8-474a-9821-721c096619dd,4151b9c5-6e86-4707-99d7-2ab68553a753,2022-12-22,997.87,Automotive,Debit Card
6596f49d-5c9f-4bcd-84a0-82d866b98314,a41cd2f0-3b5d-4c7c-a3d0-f323f5d9c22e,2023-05-05,54.66,Electronics,Debit Card
9ed2792c-bffb-472f-9c11-61bb7203b01f,f70e7ab7-43b4-402b-9627-76ec2e1c341d,2023-03-08,84.72,Uncategorized,Bank Transfer
f5713ff7-0bcc-41c1-a71b-ac9113ac43a9,f29361d0-c6e1-45d7-b18d-0b44ca108d41,2023-08-13,588.43,Electronics,Credit Card
c4197591-1c5e-4416-9a01-7d1882f2bc2c,d8baae12-e458-4ed6-9121-8feaa140db06,2024-05-02,248.59,Electronics,Bank Transfer
1044f1f4-cce8-4bcb-9615-150b05a3cf5e,e60f9bc2-8399-4fe1-a1e1-d448160f6fea,2023-03-21,620.58,Health & Beauty,Debit Card
36d99323-1a8b-45ed-bd7d-30b948e29684,434a98c5-5b2d-4f93-92fa-edf8b0fd3d6e,2024-04-01,905.02,Automotive,PayPal
32e4c60a-8175-452c-8a6d-fa40f06e738d,e71dfe3b-9a1d-422d-bc9e-3d7c51e0cd7a,2023-03-15,846.15,Clothing,PayPal
09db9681-6875-42ce-bdf3-b9cc13a8eb54,d8c34165-0846-4255-81e1-a7386178b10b,2023-10-13,714.02,Home & Garden,Bank Transfer
556e33c6-0318-4010-bd3a-3117496b47da,2187c4c4-e823-4c6b-8231-427744f0f841,2024-05-06,384.14,Automotive,PayPal
1bc7f7da-3a8f-4df1-a411-c7c1d9a794fe,55c8121a-6c07-41b2-bb6b-1bfa09725a82,2023-05-28,592.9,Electronics,Bank Transfer
9560ed71-7a04-4cd9-a576-b622c5690487,ad529898-c1b5-4fe7-b30b-a9f19c666386,2024-05-31,833.48,Automotive,Bank Transfer
328e739a-ddac-4661-97aa-76b8ee47e373,fd9a76ef-656b-490b-b390-fb38e5d0af51,2023-05-29,843.37,Uncategorized,Debit Card
1559b55b-9653-4992-90d5-8819bd5466ef,e8188f1f-64ca-4b64-b091-3afaeb53b01f,2022-12-27,202.47,Health & Beauty,PayPal
bcdfeb3f-35d1-42e3-b630-602a9fee5214,8276e502-bbe8-4648-8d82-bf4a0c02b06b,2022-12-04,510.42,Electronics,PayPal
0731634f-5209-42eb-9671-8f0cddf22eec,d08bd141-8bbb-44a5-92f4-2f6691adf170,2022-07-10,659.47,Home & Garden,Debit Card
57bfa722-7e8f-402d-aaff-ba2b7034150a,43606cb6-6807-47c6-828f-0b1ee38b957e,2023-01-23,615.83,Clothing,Credit Card
1d4e578b-738c-4913-84f4-b008488eab48,1e562ead-eac1-4013-87e2-2449249e49dd,2022-10-31,489.79,Electronics,Bank Transfer
896a48cf-7ab6-41a8-ac94-9d7f6c211c01,6ee2e2de-e85c-4c9a-a3ac-8473cb05b744,2022-07-16,515.54,Clothing,Debit Card
4946e458-8116-457e-9d62-c452df28a1a9,5025fbdd-dfdf-48c5-87d3-1de76e59ad30,2022-12-02,991.07,Electronics,Debit Card
d3493edf-9847-46ef-b400-7063b54bcf63,6fa36483-8ac7-4af8-9cc7-e0607673f331,2022-07-15,119.65,Clothing,PayPal
799943c7-3b71-4f24-9b16-c2fcaf9b3871,0cb83781-adfb-48ca-bbec-d3e99499a9e8,2024-04-29,771.92,Electronics,Debit Card
2914da6c-c083-47d2-8e78-f26c44cbc042,006e272f-1f6d-461b-8de1-a26db50ec75b,2023-05-22,513.31,Clothing,Credit Card
6ce19d4b-8794-4a6a-b479-6b46b786836b,fde080f4-b08d-4920-b29e-b7223c2aa907,2022-09-08,489.79,Health & Beauty,Bank Transfer
77c3b49d-52a7-4559-b53f-0b8e01476e12,cdeb44f6-8789-45b2-a454-4bc0cb52dbd7,2023-01-26,175.31,Automotive,Credit Card
2d71443b-57dd-4422-89b1-57ade9d5002d,ccae9190-d56d-48d4-8b6d-af77f88f40dc,2023-07-08,434.75,Uncategorized,Debit Card
77c3b49d-52a7-4559-b53f-0b8e01476e12,82190169-5912-4ca2-a22c-7e206102352a,2024-03-27,231.79,Electronics,Bank Transfer
31a64c59-e32d-4d9c-ba9c-f308acd78daf,3db167d5-18aa-4073-a3fe-fb8971d83c6a,2023-08-20,489.79,Uncategorized,Bank Transfer
c6789ac7-81c7-469a-a613-fe1fe1487953,cdbf5645-163d-4cfe-b2c1-5d0d0c6fd25f,2023-09-15,410.05,Health & Beauty,Bank Transfer
b84c6729-8e89-4806-92d4-55c7e4da50d9,e5c33484-6ac5-463d-a868-6aad2dbe3c6c,2024-03-01,845.38,Clothing,Bank Transfer
37a8ee69-e419-4e15-a2dd-215b57b3ba67,8d509f8e-4b8d-4331-a353-71ed45c3b340,2022-12-14,837.48,Home & Garden,Credit Card
58c7facb-dcb5-4295-a018-dca349b6ff8f,df92d1d1-7a89-4283-adfe-cc5153d4c77d,2023-02-24,300.03,Automotive,Bank Transfer
ab0ff3f2-c413-41cd-a69d-9ec090b6739b,8cc19044-7a8a-4423-85c0-194588f148f5,2022-07-19,568.0,Uncategorized,Bank Transfer
9b5d531c-c43b-4227-8f62-1fe37743eead,a9001e2b-8967-42e9-8feb-aeb77a2d1b90,2023-12-25,902.01,Electronics,Credit Card
04b0cd53-29ca-48ef-b4b7-9520a2939288,611876da-a85d-4969-8d84-7a9cf8ddbf59,2023-09-02,489.79,Automotive,PayPal
a64fcda9-e8fa-4568-b514-58b2664a906d,da7bfa64-3e05-4fe0-9505-1dee627bdb3d,2022-11-30,489.79,Health & Beauty,Credit Card
0156ef90-c829-4e9e-8fec-8634e8ff3c54,1ca5bb66-ab5f-4832-8f31-885cd5a161a8,2024-06-09,489.79,Clothing,Credit Card
bf0ab935-f8a4-4d18-894c-bbd1d776a07d,f93e8e81-f084-435a-9dd6-9319f9e0cd59,2022-07-29,222.55,Health & Beauty,PayPal
8245ed49-a244-4e10-b9ed-aa53764c959d,e62359da-e581-4eff-8e50-691dc0cf9715,2022-11-08,198.31,Clothing,PayPal
1a132210-8646-4516-b340-f5339ab0064b,0611038c-9fbd-4fc2-85ae-3a2e486c322b,2024-02-08,500.83,Home & Garden,Debit Card
a0db86bf-0c2d-4c9e-8d3b-f5b33ac37cee,1048e98c-90fd-4cef-ba62-eb4b16816596,2023-09-08,596.73,Clothing,Credit Card
962f1fa4-cd1c-49c4-a5ad-a9a1d9d5ddf4,d576c54e-1a7f-4db1-8ddb-2ffa1bfd80e1,2022-09-10,749.31,Clothing,Bank Transfer
cb51cbcb-0917-4528-b93b-8f5296ebef01,30d8d3d5-f9a3-4b3d-a077-bd0a3d1cfe3c,2023-03-07,414.62,Home & Garden,Bank Transfer
b72fc0cf-1406-424c-9c71-2b7e22e3f6aa,64a5524b-ea30-483b-a99d-e6c736892b86,2022-10-04,752.4,Home & Garden,Bank Transfer
c70e2421-314d-4b85-8417-2aa4bb24500b,51a37135-c5ba-4771-b32f-9af1cf7081b1,2023-07-19,151.73,Health & Beauty,Credit Card
5ba7a03b-0d2f-4fc3-bd36-7a675c1ac61e,3dd42990-0207-4b09-a14e-3be0f8b5a220,2022-10-04,589.55,Electronics,Debit Card
ccf4d58b-5087-45c8-a8f8-bb99be9a13d1,4b5d0278-6821-4f48-bb4d-fe401a76f2aa,2022-08-08,510.65,Health & Beauty,Debit Card
f01b204b-74d4-4c28-8f90-450dcd6b26da,c4fc9e25-caef-47e3-a5f7-1e2495274128,2023-07-01,808.47,Clothing,Debit Card
cbfff6f3-c193-4b56-a6ff-92bc84ad3789,fc62f38d-6386-419b-bfcd-beba3ae9fc62,2023-09-11,719.06,Clothing,Bank Transfer
be291608-29a5-4143-a9dc-701f91ea3952,0f1cf7c0-297b-4efa-86fb-a347ed7f5f31,2023-12-07,951.13,Clothing,Credit Card
a5e02710-f26b-4273-b340-f67961873073,76f7dc54-00c7-4a2b-880a-257bca5ee7d4,2023-02-06,622.93,Clothing,Bank Transfer
399b2052-77c7-499f-950b-80f20d4ad109,6f3a078b-f043-4552-9805-23bcb9083321,2023-04-20,489.79,Health & Beauty,Credit Card
1c188e21-9a0a-420e-a39f-e17691fe17a6,890c8b92-5b0c-444f-b1ee-8f32cc8650b1,2023-01-22,489.79,Health & Beauty,Credit Card
499713c5-04d9-4f79-bd77-0d0e94208cd8,ca2290d6-5929-4e26-9595-f0dd90c6df12,2023-07-08,55.03,Health & Beauty,Credit Card
de765812-6f23-4059-94db-2805a34f44fd,19e1611a-ec1f-40ee-9829-4765173ba5b0,2022-09-26,381.27,Clothing,Credit Card
e428f752-7388-44dd-8461-13f18101a835,5770b7eb-5982-48de-ba7b-c50c64e9a407,2023-09-18,845.71,Home & Garden,Credit Card
e0f00c2f-f43d-424f-9c71-3fb0f3b02d6f,59d4388f-3c92-4150-a8dd-b253774ae8dd,2023-10-11,715.2,Electronics,PayPal
40d70488-aa98-4c83-8e41-b30adb59c2a4,471eb148-3370-472f-bf2d-0cc69a86bf86,2024-01-06,824.68,Home & Garden,Bank Transfer
e556be3f-49dd-47c3-9bd1-6f2fb1b79d52,1148f4f7-a824-4634-9b7d-9daeaedf6c17,2024-06-21,489.79,Home & Garden,Bank Transfer
978c4300-e302-4677-b7f0-7b4a8e2a87b8,9af33eb6-952d-4f50-b8af-cf570b517d83,2023-07-20,80.69,Health & Beauty,PayPal
a9658c6f-134f-421b-8b2e-fd4978c7a940,faf29817-1499-4c9a-8c01-ef50d4110593,2024-05-31,480.89,Automotive,Bank Transfer
5a0cec22-9828-4fa3-88ec-435606899c30,7701d4f5-df4d-4939-bc0d-9dd9a2b7f67d,2024-06-14,523.09,Home & Garden,PayPal
e4ce98e6-81ec-48c3-a198-813996dfdf1b,cbf07dbc-1645-497a-83c3-82282538a091,2024-03-01,439.42,Electronics,Credit Card
d64b0c8d-1831-4b29-baa2-08c4d5c3a0f9,e3dd9d03-4c5b-49de-806b-ffe057229e09,2022-09-19,458.25,Electronics,Bank Transfer
b3dd869a-9eb6-4625-bb69-f43588ca38ab,0765e270-e6ed-4323-834e-ab3d1dcadac7,2024-05-22,932.37,Clothing,Bank Transfer
a3efade0-9841-40a8-9c00-0968581d608a,b048a1eb-c5ff-418a-8ebb-75bb26a7fbb7,2024-05-06,375.66,Electronics,Debit Card
47d03d6f-cb4d-4984-9aa6-96d20353bd91,c6585e31-fa59-4ade-89b8-e849b4048191,2023-01-10,120.07,Uncategorized,PayPal
a523b30b-f05c-4704-b3b6-e36c4e637440,9573ac66-7429-440d-bf37-3f326c8feab1,2023-07-21,995.57,Home & Garden,PayPal
799943c7-3b71-4f24-9b16-c2fcaf9b3871,00b03225-758f-4dbd-95c1-f68adfe21bb8,2022-11-08,598.35,Clothing,PayPal
dc72a8be-9df4-4223-83ee-50131b249bd3,05d6d53f-92d1-4be7-9346-2d142470f849,2022-12-13,266.0,Electronics,Debit Card
0ad25f2c-6c04-4af7-8672-475375387a4d,a95a9388-5312-4b64-87c9-e8baf51487fc,2022-08-24,896.97,Electronics,Debit Card
d0aa2f39-2e86-4fb8-b742-0e8888599284,e48f156a-d59f-4ed8-aafe-4f9b2382e622,2022-11-24,730.68,Clothing,Credit Card
084a89ee-5eee-48c0-b30b-53da89258015,d8e65536-49c9-48d4-b9f1-4fc30c0f38fa,2022-10-26,232.63,Home & Garden,Debit Card
8d8fe8bd-2009-4a15-be37-83dba3cef447,b550760a-6a96-4755-a005-d41766babb7e,2022-07-22,310.95,Electronics,Credit Card
c523a06d-69e9-48ab-9604-a060d44f8aaf,4dc6ecff-7fa9-47e7-b412-61627b7e19fc,2022-08-13,796.97,Automotive,PayPal
3641a6cf-cc5f-4ad3-85f7-9d1ea1ad4935,cf4f8e69-c863-4bd0-9e23-2fd352698fb3,2023-05-03,823.14,Health & Beauty,Debit Card
f77576df-bc7a-4f79-b5c3-e2da4eff130e,439787de-e770-4e82-a6e6-1ede9e3c0cfb,2022-07-24,793.83,Automotive,Bank Transfer
7e280186-770e-4c4a-b330-73dd471f956a,ac01865d-1d4a-465b-b0a6-61752106de33,2023-01-25,549.89,Home & Garden,PayPal
712b4161-ec32-49a0-b09a-54cbe3e12b0f,b7449521-e9b9-4a94-bc26-acebb9b26d32,2024-03-26,471.45,Clothing,Debit Card
5b926605-fa21-4bd0-aba5-1918d14c6bf8,699abfe2-a9cb-4a76-a25b-14ee1788c648,2023-08-27,930.71,Health & Beauty,Debit Card
3e9cc599-ba23-4de3-9c18-19a2ce4764e0,2fec0e78-663e-4609-ac82-fc18619c5189,2023-09-24,193.26,Automotive,Credit Card
13c73f2c-056e-40c6-a61f-97d5790c504a,22da76bb-b240-4e90-8efe-de5e07061c51,2022-10-26,489.79,Home & Garden,Bank Transfer
f102f93b-f32c-41d3-adcc-25e02a67c34f,817d8f55-1321-45f1-8fc7-04de29536f7e,2023-07-02,836.02,Health & Beauty,Debit Card
c085dc18-db0c-42ea-ae6e-0b3839bdd767,7d7a94d6-df90-4a7a-a509-114884d3b58d,2024-06-03,949.91,Electronics,Bank Transfer
6ad843a9-9ca3-4835-a20c-6e81665594e6,1e94ca31-1ef2-4c2f-8ae4-323d2cd1549e,2023-07-28,408.88,Clothing,Debit Card
841fc557-ff70-4d45-8b0d-5be6f58d794d,bef36f60-4da3-4973-b80a-95d256b10dd3,2023-10-22,508.69,Clothing,Credit Card
04b0cd53-29ca-48ef-b4b7-9520a2939288,44121971-4827-4c48-871b-8b13fc100c27,2023-03-01,909.9,Automotive,Credit Card
1e30c651-0b58-4e94-af1b-91f790c46422,86f111b3-5a08-4495-a59c-e444f067d145,2023-08-04,60.05,Automotive,Credit Card
c100b7c6-1742-4247-b5a2-a5182e6ebe82,6568b907-7161-4edb-a8c2-e50e3360e0ae,2024-05-11,328.83,Electronics,Debit Card
c4a7ca71-d1b7-4c29-863b-b0c17bdc0508,6cd1909c-ae38-4641-9bc6-ad5ddaec73cd,2023-12-29,132.96,Electronics,PayPal
cbd36938-08b9-41e6-9de5-a781a121d9fa,3b457c65-d12e-4866-af29-f7d0f9b8f3d9,2024-01-03,942.79,Uncategorized,PayPal
648e2751-83d9-4720-a2cc-2f7ab8db97da,8bd91854-d287-4f2e-ad2b-8b94f06c4af6,2023-09-12,676.37,Electronics,Bank Transfer
7aca4226-c7c9-4f7c-af5f-ad3120be5f18,e07aea82-e5d5-4cfa-820d-7490d78bf1be,2024-02-07,756.18,Health & Beauty,Bank Transfer
52e263ef-2b36-497b-bc41-da90c9b9c1fa,a2015f8b-8e0a-4fb5-9916-e5524743ea87,2023-03-09,821.84,Clothing,Debit Card
279f267c-0ce8-4bc5-9cdd-d62c39547afa,94fa7157-ecc8-435b-8e97-f62c17a17aee,2024-06-06,203.7,Uncategorized,Bank Transfer
d24275e1-2bd3-49f8-9596-9f962be5127c,523497aa-0b28-45b9-9b77-3211eb35d3e9,2024-03-26,489.79,Automotive,PayPal
6a4fcf07-d4f6-44cf-9d47-ddae1917f808,fb09f753-0b5d-4612-9d6a-3fe220f0f3aa,2023-02-25,161.34,Health & Beauty,Debit Card
a3eb47ea-51aa-4e1a-9d5a-48363ff52433,39ad9caa-3e92-4f6b-94d3-071065ce1576,2023-04-09,663.3,Home & Garden,PayPal
b65379c5-ac8c-41b6-a93e-62a46b50d0ac,b3462053-e3c7-4d6a-9679-100d8e981fbe,2023-07-12,744.18,Health & Beauty,PayPal
7a7ebefe-7936-4e6f-9cf2-6e80c7d2d849,c5c4ab32-3a2a-4748-96b7-f5ebbba384f2,2023-03-23,283.52,Home & Garden,Credit Card
ba69bfd2-d20e-4e6b-9e6b-213afe33f0b5,de370288-e73b-4f1c-83d1-9352cc0f8872,2022-09-15,628.86,Home & Garden,Credit Card
d03df71d-b02e-4c1e-a2cc-79ebb353b530,e74ad084-9921-41ac-9d15-ca1bfffed445,2022-12-11,525.96,Automotive,Bank Transfer
52303d17-9d24-4c20-89e3-7bcfa92140c9,1b497cc4-f8f0-4190-82c9-a63c1bc1ab59,2022-11-18,661.24,Automotive,Bank Transfer
d3493edf-9847-46ef-b400-7063b54bcf63,96bba17f-18b1-4717-9c8d-7aeae1e3ea05,2023-09-22,547.89,Uncategorized,Debit Card
babddffd-9064-4f6d-99fa-0ca97adefb69,3c6469de-c88f-4198-8d7c-e1557f396de7,2023-09-17,31.97,Automotive,PayPal
a7e27157-14db-4596-8c76-2e9aaf7b34cd,d9715061-0228-48de-bc1b-31a13efb6a50,2023-12-13,37.59,Automotive,PayPal
72622d98-45f7-4977-b6b9-052494b2d929,00983a62-8321-4034-9cfe-0a24e2bae871,2023-02-07,879.12,Clothing,PayPal
e5717485-07a9-4b9c-8a87-05dc56e94f9c,a1f1ca6a-ccd5-45b7-9c71-20a3ba914f55,2024-03-08,365.41,Electronics,Bank Transfer
9bd04ab1-225d-48d3-a9f9-f2338a40a439,d63c0276-6257-4414-bcfb-767c3eab2751,2023-12-10,922.96,Clothing,Credit Card
b94a126b-755e-4ee1-91f6-c5f86ceef780,793af848-8138-40e7-929c-67254ea56ca7,2023-07-22,0.0,Home & Garden,PayPal
86cd3c96-4331-4c00-902e-54a8f37a4db0,d5472c03-6af4-45a9-834c-2506f10763e4,2022-11-28,475.41,Health & Beauty,Bank Transfer
262adfc3-44ae-442d-a213-2d3eb9e668a3,966703bc-1ed1-44f3-a868-d2f09973e857,2022-08-31,489.79,Home & Garden,Bank Transfer
841aff12-c7aa-4208-868b-2455ba9f642c,c44d9871-3439-4b7f-a590-15ab020668d9,2023-02-20,853.08,Health & Beauty,PayPal
5dcc04f0-2300-4707-b737-82abb839b428,1222182c-0888-481d-a359-892a3cd1c213,2023-05-27,489.79,Home & Garden,Bank Transfer
17bf453d-4dd4-4055-b398-940a4b52edfa,8e4ed813-7213-4452-aff1-832ff95ed4d8,2023-11-14,828.48,Automotive,Debit Card
bae0db70-6b65-43bf-8821-1327fce28bc5,06f8e830-80cc-4c3f-910f-8a1dafeda9b5,2022-09-29,635.48,Health & Beauty,Credit Card
ba3f79ad-b3ab-47e5-8803-22cb4ea8cf13,c298802e-1f5e-4511-aa88-6cf91e3fbdc7,2023-03-12,94.57,Electronics,Credit Card
38e8d156-9520-471c-b9e3-8edbb3cd2b65,bd8b94c5-7727-45c4-95c8-ef25e79f3bb6,2024-04-29,489.79,Clothing,Bank Transfer
9de4e68f-2be5-489d-bbe0-e2dff3d3d24c,1cdd393a-6e2d-4310-aa59-68ece4d6c7d6,2022-07-24,325.54,Electronics,Bank Transfer
cb3eec9c-c522-44e2-8011-9150b0cc902d,42160ac5-8689-4526-807b-75975340b502,2023-05-07,712.76,Automotive,Debit Card
045ab4a7-5793-4f93-bb9a-8becd4e20422,ba13cafe-a210-46cc-bb60-9d2f84c6e7aa,2024-03-10,144.67,Uncategorized,PayPal
bed6aaf5-80ce-41d2-b91b-11e7e3726d22,0b4db3e3-8075-4978-a314-3872f44cf3f4,2022-12-25,780.93,Clothing,Credit Card
ab0ff3f2-c413-41cd-a69d-9ec090b6739b,e23a2c61-9a95-46c3-9720-cc2602d3b2d5,2023-11-01,847.89,Home & Garden,PayPal
7fbc5847-a652-4fc8-a7d8-5e85d846e91b,3951d241-b0b4-4850-8f98-71fdb641814b,2022-10-05,990.85,Health & Beauty,Bank Transfer
78586d3b-92ef-43af-a075-0d31509b2844,e84c6804-b355-411d-9cd8-654c57c098d1,2024-03-21,230.35,Electronics,Bank Transfer
8a39b491-7b4a-4319-ba21-ece95b3f2195,f639985c-84f1-4edd-8b43-29fc125e8d4b,2023-05-28,55.78,Health & Beauty,Credit Card
8f61e984-4fa5-4941-95ee-e42c92758e02,957d522b-3074-415c-ad64-6fd800ddc286,2024-02-22,334.96,Electronics,PayPal
edf30f14-1896-4a6c-b5ba-b208702af318,dc696445-7f6a-4868-8dd0-c42987c420fb,2023-10-18,802.56,Health & Beauty,PayPal
d6fa22e0-95a7-4968-9527-41ebf73c7764,130a17e9-b485-4f32-88ca-b3a7dd8dbf55,2024-03-12,489.79,Health & Beauty,Debit Card
0ade20e2-a4ff-40d2-b1b2-b8a04ee94c35,3ae9aa07-e400-4088-9ad0-8f84679bf58f,2023-09-23,844.28,Clothing,Debit Card
ed46f0b3-870a-41c4-b2c2-6a47937d394e,27657050-d0a8-446f-90e8-2e98fc72ebf8,2024-03-28,657.33,Automotive,PayPal
2d76d24b-3693-4802-8014-9ea47fb95597,c4aef571-0652-40e6-bf38-d142c7146cc7,2024-03-24,720.17,Home & Garden,Debit Card
2bde4c68-1f79-42cf-879c-a2b1a42f87ed,ab9509e1-73d8-417d-a969-0be4e2ac883a,2022-10-08,861.07,Electronics,Credit Card
0305625f-6264-4666-ad6c-ae34df05d0d8,ecadaa31-5671-443b-8f36-c490c94534b9,2024-03-23,822.97,Home & Garden,Bank Transfer
94f45a01-6924-4b6d-a71b-2e36f1a9a71c,7f3be106-b57c-4e65-a9df-05cfd86d40c8,2022-07-06,397.03,Automotive,Bank Transfer
ee802844-8070-4699-b60d-3568a7d306b6,0d2a4d67-7a52-497c-885b-93dfad39d937,2024-03-29,162.99,Clothing,Bank Transfer
56058449-276a-417e-b6c6-f8853b1d2659,b7e042d1-7ad0-430d-8984-82dfa9048a64,2024-05-29,489.79,Uncategorized,Credit Card
e6f38640-260c-4c82-bb98-1a5ad730365e,c496b5ff-a157-45ad-95c8-4935b0e1b4b8,2022-11-05,359.4,Automotive,Debit Card
15d4ef39-45ae-443e-866c-ce025234f154,c16b3fef-476e-44be-8f98-42a9a5ccb6f6,2023-05-18,357.46,Automotive,Bank Transfer
c6460a4f-0c2d-47b7-82ce-2600e5232a41,9293a358-a2ce-4aa2-b082-5a59088e5980,2024-05-12,52.78,Automotive,Bank Transfer
740d0a3a-23f3-4417-9357-f4f26a4c9a62,98e9c458-110b-4c90-940e-6e2bf2099214,2024-03-06,703.75,Uncategorized,Credit Card
69b50dbe-3286-401f-abdf-65d98281db68,81e71297-eb40-40f0-b04b-be43a6b823e2,2024-02-19,406.0,Home & Garden,Debit Card
35c92647-8109-4097-a6cd-ae3aca6b16ba,847e6db8-1ada-4751-874a-100e2d85f82d,2023-10-13,537.27,Electronics,Credit Card
dd6bdc9d-cac1-47ac-9fd9-3282443f0c08,f661c274-48b8-4fbf-934c-94cf12fb2b0d,2023-05-05,568.01,Uncategorized,Credit Card
c5440e19-6474-40f0-9306-f4d590035241,ddf436f3-8c43-467e-ae95-7a1f2023e458,2024-03-02,507.53,Automotive,Bank Transfer
59bf21c7-b292-4aa8-99c0-023d01d759ba,a800e4b9-d486-456a-b53b-434a00a2772b,2023-05-16,341.08,Electronics,PayPal
3d8f2b47-49b7-4ece-bcd9-614437744907,fbff9846-2cc7-44bf-acfb-b98234c01072,2023-03-27,632.16,Home & Garden,Credit Card
a64fcda9-e8fa-4568-b514-58b2664a906d,70239249-a481-4d28-b78d-611bc49e46ac,2023-07-31,878.08,Automotive,Debit Card
b2d839ab-012b-4966-90dd-de4311498b7a,22395664-72ba-4b39-a747-181824d60836,2022-11-18,489.79,Electronics,Credit Card
6539c670-03a7-4f89-8fb2-8190024380cb,baa6c461-99a9-4882-9cbc-5516906c8715,2024-03-27,551.13,Automotive,Credit Card
2d88fec4-0e4e-40f5-963a-f5ba1af40c31,d13e42c9-c35a-4db8-b1ec-f04cd17f709e,2024-02-09,754.06,Automotive,Credit Card
e2879d08-41e4-4d6e-a87e-9be740e2adaa,3fc5209d-2050-4337-980d-2786eb5c997d,2022-09-05,146.19,Electronics,Bank Transfer
b9c92d6c-fb4c-4d0b-8c72-7b7c1ae9f79c,086a898b-1bcc-403b-9ced-24e52fb06846,2023-06-09,915.01,Automotive,Debit Card
e8a5fdb8-fcd9-450c-9635-e376266c8bcf,208e7d1b-e7da-46f8-b6b8-678eef27699e,2023-06-21,645.53,Automotive,PayPal
